time,price,volume
1748229264.0,3333.72,36.14
1748229273.0,3333.65,36.14
1748229282.0,3333.59,36.14
1748229291.0,3333.53,36.14
1748229300.0,3333.53,26.15
1748229309.0,3333.58,26.15
1748229318.0,3333.61,26.15
1748229327.0,3333.65,26.15
1748229336.0,3333.66,26.15
1748229345.0,3333.72,26.15
1748229354.0,3333.75,26.15
1748229363.0,3333.79,26.15
1748229372.0,3333.83,26.15
1748229381.0,3333.87,26.15
1748229390.0,3333.93,26.15
1748229399.0,3333.94,26.15
1748229408.0,3333.99,26.15
1748229417.0,3334.03,26.15
1748229426.0,3334.07,26.15
1748229435.0,3334.12,26.15
1748229444.0,3334.15,26.15
1748229453.0,3334.2,26.15
1748229462.0,3334.22,26.15
1748229471.0,3334.26,26.15
1748229480.0,3334.3,26.15
1748229489.0,3334.34,26.15
1748229498.0,3334.38,26.15
1748229507.0,3334.41,26.15
1748229516.0,3334.46,26.15
1748229525.0,3334.5,26.15
1748229534.0,3334.56,26.15
1748229543.0,3334.59,26.15
1748229552.0,3334.6,26.15
1748229561.0,3334.65,26.15
1748229570.0,3334.68,26.15
1748229579.0,3334.72,26.15
1748229588.0,3334.77,26.15
1748229597.0,3334.82,26.15
1748229606.0,3334.84,26.15
1748229615.0,3334.88,26.15
1748229624.0,3334.9,26.15
1748229633.0,3334.96,26.15
1748229642.0,3334.99,26.15
1748229651.0,3335.03,26.15
1748229660.0,3335.07,26.15
1748229669.0,3335.12,26.15
1748229678.0,3335.14,26.15
1748229687.0,3335.18,26.15
1748229696.0,3335.25,26.15
1748229705.0,3335.26,26.15
1748229714.0,3335.3,26.15
1748229723.0,3335.37,26.15
1748229732.0,3335.42,26.15
1748229741.0,3335.41,26.15
1748229750.0,3335.46,26.15
1748229759.0,3335.51,26.15
1748229768.0,3335.56,26.15
1748229777.0,3335.57,26.15
1748229786.0,3335.62,26.15
1748229795.0,3335.67,26.15
1748229804.0,3335.7,26.15
1748229813.0,3335.73,26.15
1748229822.0,3335.77,26.15
1748229831.0,3335.8,26.15
1748229840.0,3335.85,26.15
1748229849.0,3335.89,26.15
1748229858.0,3335.93,26.15
1748229867.0,3335.96,26.15
1748229876.0,3336.01,26.15
1748229885.0,3336.05,26.15
1748229894.0,3336.08,26.15
1748229903.0,3336.13,26.15
1748229912.0,3336.16,26.15
1748229921.0,3336.2,26.15
1748229930.0,3336.23,26.15
1748229939.0,3336.28,26.15
1748229948.0,3336.31,26.15
1748229957.0,3336.38,26.15
1748229966.0,3336.41,26.15
1748229975.0,3336.44,26.15
1748229984.0,3336.46,26.15
1748229993.0,3336.5,26.15
1748230002.0,3336.56,26.15
1748230011.0,3336.59,26.15
1748230020.0,3336.63,26.15
1748230029.0,3336.65,26.15
1748230038.0,3336.71,26.15
1748230047.0,3336.75,26.15
1748230056.0,3336.77,26.15
1748230065.0,3336.81,26.15
1748230074.0,3336.86,26.15
1748230083.0,3336.9,26.15
1748230092.0,3336.93,26.15
1748230101.0,3336.97,26.15
1748230110.0,3337.01,26.15
1748230119.0,3337.05,26.15
1748230128.0,3337.1,26.15
1748230137.0,3337.1,26.15
1748230146.0,3337.16,26.15
1748230155.0,3337.21,26.15
1748230164.0,3337.25,26.15
1748230173.0,3337.28,26.15
1748230182.0,3337.3,26.15
1748230191.0,3337.36,26.15
1748230200.0,3336.64,27.91
1748230209.0,3336.57,27.91
1748230218.0,3336.54,27.91
1748230227.0,3336.47,27.91
1748230236.0,3336.42,27.91
1748230245.0,3336.35,27.91
1748230254.0,3336.3,27.91
1748230263.0,3336.26,27.91
1748230272.0,3336.2,27.91
1748230281.0,3336.15,27.91
1748230290.0,3336.09,27.91
1748230299.0,3336.03,27.91
1748230308.0,3335.99,27.91
1748230317.0,3335.92,27.91
1748230326.0,3335.87,27.91
1748230335.0,3335.8,27.91
1748230344.0,3335.75,27.91
1748230353.0,3335.68,27.91
1748230362.0,3335.64,27.91
1748230371.0,3335.57,27.91
1748230380.0,3335.53,27.91
1748230389.0,3335.47,27.91
1748230398.0,3335.42,27.91
1748230407.0,3335.36,27.91
1748230416.0,3335.32,27.91
1748230425.0,3335.25,27.91
1748230434.0,3335.17,27.91
1748230443.0,3335.13,27.91
1748230452.0,3335.06,27.91
1748230461.0,3335.01,27.91
1748230470.0,3334.98,27.91
1748230479.0,3334.91,27.91
1748230488.0,3334.85,27.91
1748230497.0,3334.79,27.91
1748230506.0,3334.74,27.91
1748230515.0,3334.67,27.91
1748230524.0,3334.62,27.91
1748230533.0,3334.58,27.91
1748230542.0,3334.53,27.91
1748230551.0,3334.47,27.91
1748230560.0,3334.38,27.91
1748230569.0,3334.35,27.91
1748230578.0,3334.29,27.91
1748230587.0,3334.24,27.91
1748230596.0,3334.2,27.91
1748230605.0,3334.11,27.91
1748230614.0,3334.06,27.91
1748230623.0,3334.02,27.91
1748230632.0,3333.94,27.91
1748230641.0,3333.92,27.91
1748230650.0,3333.85,27.91
1748230659.0,3333.8,27.91
1748230668.0,3333.73,27.91
1748230677.0,3333.69,27.91
1748230686.0,3333.63,27.91
1748230695.0,3333.57,27.91
1748230704.0,3333.51,27.91
1748230713.0,3333.46,27.91
1748230722.0,3333.39,27.91
1748230731.0,3333.34,27.91
1748230740.0,3333.29,27.91
1748230749.0,3333.24,27.91
1748230758.0,3333.19,27.91
1748230767.0,3333.11,27.91
1748230776.0,3333.06,27.91
1748230785.0,3333.02,27.91
1748230794.0,3332.95,27.91
1748230803.0,3332.89,27.91
1748230812.0,3332.84,27.91
1748230821.0,3332.79,27.91
1748230830.0,3332.73,27.91
1748230839.0,3332.69,27.91
1748230848.0,3332.63,27.91
1748230857.0,3332.57,27.91
1748230866.0,3332.51,27.91
1748230875.0,3332.47,27.91
1748230884.0,3332.39,27.91
1748230893.0,3332.32,27.91
1748230902.0,3332.3,27.91
1748230911.0,3332.22,27.91
1748230920.0,3332.17,27.91
1748230929.0,3332.13,27.91
1748230938.0,3332.04,27.91
1748230947.0,3331.99,27.91
1748230956.0,3331.93,27.91
1748230965.0,3331.88,27.91
1748230974.0,3331.84,27.91
1748230983.0,3331.79,27.91
1748230992.0,3331.73,27.91
1748231001.0,3331.65,27.91
1748231010.0,3331.59,27.91
1748231019.0,3331.56,27.91
1748231028.0,3331.5,27.91
1748231037.0,3331.45,27.91
1748231046.0,3331.4,27.91
1748231055.0,3331.33,27.91
1748231064.0,3331.29,27.91
1748231073.0,3331.22,27.91
1748231082.0,3331.17,27.91
1748231091.0,3331.11,27.91
1748231100.0,3332.46,33.71
1748231109.0,3332.5,33.71
1748231118.0,3332.54,33.71
1748231127.0,3332.57,33.71
1748231136.0,3332.62,33.71
1748231145.0,3332.65,33.71
1748231154.0,3332.68,33.71
1748231163.0,3332.73,33.71
1748231172.0,3332.74,33.71
1748231181.0,3332.79,33.71
1748231190.0,3332.82,33.71
1748231199.0,3332.85,33.71
1748231208.0,3332.9,33.71
1748231217.0,3332.96,33.71
1748231226.0,3332.98,33.71
1748231235.0,3333.03,33.71
1748231244.0,3333.07,33.71
1748231253.0,3333.11,33.71
1748231262.0,3333.14,33.71
1748231271.0,3333.19,33.71
1748231280.0,3333.21,33.71
1748231289.0,3333.24,33.71
1748231298.0,3333.28,33.71
1748231307.0,3333.31,33.71
1748231316.0,3333.35,33.71
1748231325.0,3333.4,33.71
1748231334.0,3333.45,33.71
1748231343.0,3333.49,33.71
1748231352.0,3333.5,33.71
1748231361.0,3333.55,33.71
1748231370.0,3333.58,33.71
1748231379.0,3333.63,33.71
1748231388.0,3333.66,33.71
1748231397.0,3333.68,33.71
1748231406.0,3333.75,33.71
1748231415.0,3333.77,33.71
1748231424.0,3333.81,33.71
1748231433.0,3333.84,33.71
1748231442.0,3333.88,33.71
1748231451.0,3333.93,33.71
1748231460.0,3333.96,33.71
1748231469.0,3334.0,33.71
1748231478.0,3334.04,33.71
1748231487.0,3334.09,33.71
1748231496.0,3334.11,33.71
1748231505.0,3334.14,33.71
1748231514.0,3334.2,33.71
1748231523.0,3334.22,33.71
1748231532.0,3334.27,33.71
1748231541.0,3334.31,33.71
1748231550.0,3334.34,33.71
1748231559.0,3334.38,33.71
1748231568.0,3334.43,33.71
1748231577.0,3334.47,33.71
1748231586.0,3334.49,33.71
1748231595.0,3334.53,33.71
1748231604.0,3334.58,33.71
1748231613.0,3334.59,33.71
1748231622.0,3334.64,33.71
1748231631.0,3334.68,33.71
1748231640.0,3334.72,33.71
1748231649.0,3334.74,33.71
1748231658.0,3334.77,33.71
1748231667.0,3334.81,33.71
1748231676.0,3334.85,33.71
1748231685.0,3334.9,33.71
1748231694.0,3334.94,33.71
1748231703.0,3335.0,33.71
1748231712.0,3335.03,33.71
1748231721.0,3335.04,33.71
1748231730.0,3335.09,33.71
1748231739.0,3335.12,33.71
1748231748.0,3335.16,33.71
1748231757.0,3335.2,33.71
1748231766.0,3335.25,33.71
1748231775.0,3335.27,33.71
1748231784.0,3335.33,33.71
1748231793.0,3335.34,33.71
1748231802.0,3335.39,33.71
1748231811.0,3335.45,33.71
1748231820.0,3335.47,33.71
1748231829.0,3335.52,33.71
1748231838.0,3335.54,33.71
1748231847.0,3335.58,33.71
1748231856.0,3335.62,33.71
1748231865.0,3335.65,33.71
1748231874.0,3335.68,33.71
1748231883.0,3335.73,33.71
1748231892.0,3335.76,33.71
1748231901.0,3335.81,33.71
1748231910.0,3335.85,33.71
1748231919.0,3335.88,33.71
1748231928.0,3335.91,33.71
1748231937.0,3335.96,33.71
1748231946.0,3335.99,33.71
1748231955.0,3336.04,33.71
1748231964.0,3336.05,33.71
1748231973.0,3336.1,33.71
1748231982.0,3336.12,33.71
1748231991.0,3336.17,33.71
1748232000.0,3335.67,29.62
1748232009.0,3335.66,29.62
1748232018.0,3335.62,29.62
1748232027.0,3335.59,29.62
1748232036.0,3335.56,29.62
1748232045.0,3335.56,29.62
1748232054.0,3335.57,29.62
1748232063.0,3335.53,29.62
1748232072.0,3335.5,29.62
1748232081.0,3335.49,29.62
1748232090.0,3335.45,29.62
1748232099.0,3335.44,29.62
1748232108.0,3335.42,29.62
1748232117.0,3335.4,29.62
1748232126.0,3335.39,29.62
1748232135.0,3335.36,29.62
1748232144.0,3335.34,29.62
1748232153.0,3335.31,29.62
1748232162.0,3335.3,29.62
1748232171.0,3335.29,29.62
1748232180.0,3335.24,29.62
1748232189.0,3335.22,29.62
1748232198.0,3335.23,29.62
1748232207.0,3335.19,29.62
1748232216.0,3335.18,29.62
1748232225.0,3335.15,29.62
1748232234.0,3335.14,29.62
1748232243.0,3335.11,29.62
1748232252.0,3335.09,29.62
1748232261.0,3335.08,29.62
1748232270.0,3335.04,29.62
1748232279.0,3335.02,29.62
1748232288.0,3335.0,29.62
1748232297.0,3334.99,29.62
1748232306.0,3334.95,29.62
1748232315.0,3334.95,29.62
1748232324.0,3334.92,29.62
1748232333.0,3334.91,29.62
1748232342.0,3334.86,29.62
1748232351.0,3334.85,29.62
1748232360.0,3334.82,29.62
1748232369.0,3334.81,29.62
1748232378.0,3334.8,29.62
1748232387.0,3334.77,29.62
1748232396.0,3334.75,29.62
1748232405.0,3334.73,29.62
1748232414.0,3334.71,29.62
1748232423.0,3334.68,29.62
1748232432.0,3334.68,29.62
1748232441.0,3334.66,29.62
1748232450.0,3334.63,29.62
1748232459.0,3334.61,29.62
1748232468.0,3334.59,29.62
1748232477.0,3334.59,29.62
1748232486.0,3334.55,29.62
1748232495.0,3334.52,29.62
1748232504.0,3334.5,29.62
1748232513.0,3334.47,29.62
1748232522.0,3334.45,29.62
1748232531.0,3334.43,29.62
1748232540.0,3334.42,29.62
1748232549.0,3334.4,29.62
1748232558.0,3334.38,29.62
1748232567.0,3334.35,29.62
1748232576.0,3334.35,29.62
1748232585.0,3334.32,29.62
1748232594.0,3334.3,29.62
1748232603.0,3334.27,29.62
1748232612.0,3334.26,29.62
1748232621.0,3334.24,29.62
1748232630.0,3334.2,29.62
1748232639.0,3334.19,29.62
1748232648.0,3334.17,29.62
1748232657.0,3334.14,29.62
1748232666.0,3334.13,29.62
1748232675.0,3334.09,29.62
1748232684.0,3334.1,29.62
1748232693.0,3334.08,29.62
1748232702.0,3334.04,29.62
1748232711.0,3334.03,29.62
1748232720.0,3333.98,29.62
1748232729.0,3333.97,29.62
1748232738.0,3333.96,29.62
1748232747.0,3333.93,29.62
1748232756.0,3333.93,29.62
1748232765.0,3333.92,29.62
1748232774.0,3333.87,29.62
1748232783.0,3333.85,29.62
1748232792.0,3333.84,29.62
1748232801.0,3333.83,29.62
1748232810.0,3333.79,29.62
1748232819.0,3333.78,29.62
1748232828.0,3333.77,29.62
1748232837.0,3333.72,29.62
1748232846.0,3333.7,29.62
1748232855.0,3333.69,29.62
1748232864.0,3333.67,29.62
1748232873.0,3333.66,29.62
1748232882.0,3333.63,29.62
1748232891.0,3333.61,29.62
1748232900.0,3336.34,61.67
1748232909.0,3336.21,61.67
1748232918.0,3336.1,61.67
1748232927.0,3335.95,61.67
1748232936.0,3335.82,61.67
1748232945.0,3335.71,61.67
1748232954.0,3335.58,61.67
1748232963.0,3335.45,61.67
1748232972.0,3335.3,61.67
1748232981.0,3335.19,61.67
1748232990.0,3335.05,61.67
1748232999.0,3334.93,61.67
1748233008.0,3334.79,61.67
1748233017.0,3334.68,61.67
1748233026.0,3334.54,61.67
1748233035.0,3334.41,61.67
1748233044.0,3334.3,61.67
1748233053.0,3334.17,61.67
1748233062.0,3334.03,61.67
1748233071.0,3333.92,61.67
1748233080.0,3333.78,61.67
1748233089.0,3333.65,61.67
1748233098.0,3333.53,61.67
1748233107.0,3333.39,61.67
1748233116.0,3333.27,61.67
1748233125.0,3333.14,61.67
1748233134.0,3333.01,61.67
1748233143.0,3332.9,61.67
1748233152.0,3332.75,61.67
1748233161.0,3332.6,61.67
1748233170.0,3332.52,61.67
1748233179.0,3332.4,61.67
1748233188.0,3332.24,61.67
1748233197.0,3332.1,61.67
1748233206.0,3331.99,61.67
1748233215.0,3331.86,61.67
1748233224.0,3331.73,61.67
1748233233.0,3331.59,61.67
1748233242.0,3331.48,61.67
1748233251.0,3331.35,61.67
1748233260.0,3331.21,61.67
1748233269.0,3331.1,61.67
1748233278.0,3330.99,61.67
1748233287.0,3330.84,61.67
1748233296.0,3330.71,61.67
1748233305.0,3330.58,61.67
1748233314.0,3330.46,61.67
1748233323.0,3330.31,61.67
1748233332.0,3330.2,61.67
1748233341.0,3330.07,61.67
1748233350.0,3329.96,61.67
1748233359.0,3329.81,61.67
1748233368.0,3329.7,61.67
1748233377.0,3329.55,61.67
1748233386.0,3329.43,61.67
1748233395.0,3329.3,61.67
1748233404.0,3329.16,61.67
1748233413.0,3329.05,61.67
1748233422.0,3328.93,61.67
1748233431.0,3328.79,61.67
1748233440.0,3328.64,61.67
1748233449.0,3328.53,61.67
1748233458.0,3328.4,61.67
1748233467.0,3328.27,61.67
1748233476.0,3328.15,61.67
1748233485.0,3328.0,61.67
1748233494.0,3327.88,61.67
1748233503.0,3327.77,61.67
1748233512.0,3327.63,61.67
1748233521.0,3327.48,61.67
1748233530.0,3327.39,61.67
1748233539.0,3327.26,61.67
1748233548.0,3327.12,61.67
1748233557.0,3326.98,61.67
1748233566.0,3326.88,61.67
1748233575.0,3326.75,61.67
1748233584.0,3326.64,61.67
1748233593.0,3326.49,61.67
1748233602.0,3326.36,61.67
1748233611.0,3326.23,61.67
1748233620.0,3326.11,61.67
1748233629.0,3325.98,61.67
1748233638.0,3325.86,61.67
1748233647.0,3325.71,61.67
1748233656.0,3325.59,61.67
1748233665.0,3325.46,61.67
1748233674.0,3325.34,61.67
1748233683.0,3325.22,61.67
1748233692.0,3325.07,61.67
1748233701.0,3324.95,61.67
1748233710.0,3324.82,61.67
1748233719.0,3324.69,61.67
1748233728.0,3324.58,61.67
1748233737.0,3324.42,61.67
1748233746.0,3324.3,61.67
1748233755.0,3324.17,61.67
1748233764.0,3324.03,61.67
1748233773.0,3323.92,61.67
1748233782.0,3323.79,61.67
1748233791.0,3323.67,61.67
1748233800.0,3324.85,31.91
1748233809.0,3324.89,31.91
1748233818.0,3324.93,31.91
1748233827.0,3324.98,31.91
1748233836.0,3325.04,31.91
1748233845.0,3325.07,31.91
1748233854.0,3325.12,31.91
1748233863.0,3325.18,31.91
1748233872.0,3325.22,31.91
1748233881.0,3325.28,31.91
1748233890.0,3325.32,31.91
1748233899.0,3325.37,31.91
1748233908.0,3325.41,31.91
1748233917.0,3325.46,31.91
1748233926.0,3325.51,31.91
1748233935.0,3325.55,31.91
1748233944.0,3325.59,31.91
1748233953.0,3325.66,31.91
1748233962.0,3325.7,31.91
1748233971.0,3325.74,31.91
1748233980.0,3325.8,31.91
1748233989.0,3325.86,31.91
1748233998.0,3325.87,31.91
1748234007.0,3325.93,31.91
1748234016.0,3325.98,31.91
1748234025.0,3326.05,31.91
1748234034.0,3326.09,31.91
1748234043.0,3326.14,31.91
1748234052.0,3326.17,31.91
1748234061.0,3326.22,31.91
1748234070.0,3326.28,31.91
1748234079.0,3326.33,31.91
1748234088.0,3326.38,31.91
1748234097.0,3326.42,31.91
1748234106.0,3326.47,31.91
1748234115.0,3326.52,31.91
1748234124.0,3326.58,31.91
1748234133.0,3326.62,31.91
1748234142.0,3326.65,31.91
1748234151.0,3326.69,31.91
1748234160.0,3326.77,31.91
1748234169.0,3326.82,31.91
1748234178.0,3326.84,31.91
1748234187.0,3326.88,31.91
1748234196.0,3326.95,31.91
1748234205.0,3327.01,31.91
1748234214.0,3327.07,31.91
1748234223.0,3327.1,31.91
1748234232.0,3327.14,31.91
1748234241.0,3327.18,31.91
1748234250.0,3327.24,31.91
1748234259.0,3327.28,31.91
1748234268.0,3327.32,31.91
1748234277.0,3327.4,31.91
1748234286.0,3327.45,31.91
1748234295.0,3327.49,31.91
1748234304.0,3327.52,31.91
1748234313.0,3327.58,31.91
1748234322.0,3327.63,31.91
1748234331.0,3327.68,31.91
1748234340.0,3327.73,31.91
1748234349.0,3327.77,31.91
1748234358.0,3327.82,31.91
1748234367.0,3327.87,31.91
1748234376.0,3327.91,31.91
1748234385.0,3327.94,31.91
1748234394.0,3328.01,31.91
1748234403.0,3328.05,31.91
1748234412.0,3328.09,31.91
1748234421.0,3328.17,31.91
1748234430.0,3328.22,31.91
1748234439.0,3328.26,31.91
1748234448.0,3328.3,31.91
1748234457.0,3328.36,31.91
1748234466.0,3328.39,31.91
1748234475.0,3328.44,31.91
1748234484.0,3328.48,31.91
1748234493.0,3328.54,31.91
1748234502.0,3328.58,31.91
1748234511.0,3328.62,31.91
1748234520.0,3328.68,31.91
1748234529.0,3328.73,31.91
1748234538.0,3328.79,31.91
1748234547.0,3328.83,31.91
1748234556.0,3328.87,31.91
1748234565.0,3328.92,31.91
1748234574.0,3328.97,31.91
1748234583.0,3329.01,31.91
1748234592.0,3329.05,31.91
1748234601.0,3329.11,31.91
1748234610.0,3329.15,31.91
1748234619.0,3329.19,31.91
1748234628.0,3329.26,31.91
1748234637.0,3329.31,31.91
1748234646.0,3329.33,31.91
1748234655.0,3329.4,31.91
1748234664.0,3329.46,31.91
1748234673.0,3329.5,31.91
1748234682.0,3329.55,31.91
1748234691.0,3329.59,31.91
1748234700.0,3329.69,17.64
1748234709.0,3329.66,17.64
1748234718.0,3329.65,17.64
1748234727.0,3329.62,17.64
1748234736.0,3329.6,17.64
1748234745.0,3329.57,17.64
1748234754.0,3329.53,17.64
1748234763.0,3329.49,17.64
1748234772.0,3329.47,17.64
1748234781.0,3329.44,17.64
1748234790.0,3329.41,17.64
1748234799.0,3329.38,17.64
1748234808.0,3329.36,17.64
1748234817.0,3329.32,17.64
1748234826.0,3329.29,17.64
1748234835.0,3329.27,17.64
1748234844.0,3329.24,17.64
1748234853.0,3329.21,17.64
1748234862.0,3329.18,17.64
1748234871.0,3329.14,17.64
1748234880.0,3329.12,17.64
1748234889.0,3329.11,17.64
1748234898.0,3329.06,17.64
1748234907.0,3329.02,17.64
1748234916.0,3328.99,17.64
1748234925.0,3328.98,17.64
1748234934.0,3328.95,17.64
1748234943.0,3328.92,17.64
1748234952.0,3328.91,17.64
1748234961.0,3328.84,17.64
1748234970.0,3328.84,17.64
1748234979.0,3328.82,17.64
1748234988.0,3328.77,17.64
1748234997.0,3328.75,17.64
1748235006.0,3328.71,17.64
1748235015.0,3328.68,17.64
1748235024.0,3328.66,17.64
1748235033.0,3328.65,17.64
1748235042.0,3328.62,17.64
1748235051.0,3328.57,17.64
1748235060.0,3328.57,17.64
1748235069.0,3328.52,17.64
1748235078.0,3328.51,17.64
1748235087.0,3328.46,17.64
1748235096.0,3328.43,17.64
1748235105.0,3328.41,17.64
1748235114.0,3328.41,17.64
1748235123.0,3328.36,17.64
1748235132.0,3328.31,17.64
1748235141.0,3328.3,17.64
1748235150.0,3328.26,17.64
1748235159.0,3328.23,17.64
1748235168.0,3328.21,17.64
1748235177.0,3328.17,17.64
1748235186.0,3328.15,17.64
1748235195.0,3328.12,17.64
1748235204.0,3328.09,17.64
1748235213.0,3328.06,17.64
1748235222.0,3328.01,17.64
1748235231.0,3328.01,17.64
1748235240.0,3327.96,17.64
1748235249.0,3327.93,17.64
1748235258.0,3327.91,17.64
1748235267.0,3327.89,17.64
1748235276.0,3327.85,17.64
1748235285.0,3327.84,17.64
1748235294.0,3327.79,17.64
1748235303.0,3327.77,17.64
1748235312.0,3327.74,17.64
1748235321.0,3327.71,17.64
1748235330.0,3327.69,17.64
1748235339.0,3327.65,17.64
1748235348.0,3327.63,17.64
1748235357.0,3327.6,17.64
